saved_filename,feature_global_id,attachment_global_id,GlobalID,participant_guess,actual_water_quality,guess_right_wrong
Feature_83_Attachment_68_photo-20240607-095154.jpg,f7447a74-1c65-46d5-ac5b-a83f2ce85229,80851109-9740-4e80-a184-b54f9faf6f0d,f7447a74-1c65-46d5-ac5b-a83f2ce85229,Good,Poor,Wrong
Feature_24_Attachment_16_photo-20240602-184903.jpg,915df450-7dfb-4210-a9e0-930960185a83,574aeeaf-115d-4598-b351-081b69475cb8,915df450-7dfb-4210-a9e0-930960185a83,Poor / Moderate,Poor,Right
Feature_46_Attachment_35_photo-20240606-152544.jpg,7a18d766-53ed-444c-8cfe-1a6780d7f334,f0868035-550c-4e61-b2ae-6475b1fe7e9c,7a18d766-53ed-444c-8cfe-1a6780d7f334,Good,Poor,Wrong
Feature_31_Attachment_23_photo-20240603-120000.jpg,6fdeeffa-ce8f-4a00-8770-7b7d4088d963,c1ff4165-a20a-47cd-bca3-65a7faf9b8ab,6fdeeffa-ce8f-4a00-8770-7b7d4088d963,Good,Poor,Wrong
Feature_38_Attachment_29_photo-20240605-121347.jpg,6a21c5c0-2920-41f0-8587-0abf632f4455,e2d9cbb3-a91b-4259-8928-bbe427ec03bd,6a21c5c0-2920-41f0-8587-0abf632f4455,Poor / Moderate,Poor,Right
Feature_21_Attachment_14_photo-20240602-105656.jpg,3155ba9c-4330-4370-84b4-9fe9ceb0ffa4,a4b2861f-59ff-4006-9473-a8f7af890fea,3155ba9c-4330-4370-84b4-9fe9ceb0ffa4,Good,Poor,Wrong
Feature_95_Attachment_78_photo-20240607-095155.jpg,189ff2c8-a2b6-401e-8fe6-349d124d3b1e,2e10d2b2-d316-4b59-b899-9cb5a0019dd0,189ff2c8-a2b6-401e-8fe6-349d124d3b1e,Poor / Moderate,Poor,Right
Feature_93_Attachment_77_photo-20240607-093657.jpg,c5ce613a-def8-4b0e-91db-f656c8ca3b91,f5fd5ea0-1aab-4d08-a736-8ef0ffa9a40b,c5ce613a-def8-4b0e-91db-f656c8ca3b91,Good,Poor,Wrong
Feature_17_Attachment_10_photo-20240601-110123.jpg,ece94aea-b3a2-4c72-a1b0-66b329185eb8,e895f878-0577-40ae-9a49-ecd991ffcf85,ece94aea-b3a2-4c72-a1b0-66b329185eb8,Good,Poor,Wrong
Feature_27_Attachment_19_photo-20240603-081312.jpg,cb9a485b-5e5b-46b2-b945-c40d6219a6ac,384951a8-faf9-4738-bfce-4c545d12f21f,cb9a485b-5e5b-46b2-b945-c40d6219a6ac,Good,Poor,Wrong
Feature_112_Attachment_95_photo-20240607-120017.jpg,9a19ade3-dcf1-4aeb-81e3-cfaf8822325c,5270936e-bc8b-4160-8109-aa80d67aa11f,9a19ade3-dcf1-4aeb-81e3-cfaf8822325c,Good,Poor,Wrong
Feature_61_Attachment_48_photo-20240607-081623.jpg,1a6dae88-9cbb-4c08-b525-439614efe696,9e7319b4-bb06-49a6-bcfd-7047b41d62db,1a6dae88-9cbb-4c08-b525-439614efe696,Poor / Moderate,Moderate,Right
Feature_107_Attachment_90_photo-20240607-112023.jpg,ad83062f-dc54-4360-88d3-c8c7f3b791bd,9fb18035-238f-4a9e-b917-e80d99d050dd,ad83062f-dc54-4360-88d3-c8c7f3b791bd,Good,Poor,Wrong
Feature_113_Attachment_96_Hughenden Stream at Morrisons.jpg,0250788b-cf64-4141-89fb-77294f971db2,bdbb2557-e22d-4620-8b20-1a49f618dede,0250788b-cf64-4141-89fb-77294f971db2,Good,Poor,Wrong
Feature_52_Attachment_40_photo-20240607-064434.jpg,0e48669b-ab41-4132-8ef9-93ae1785394e,4d1be56a-a077-4c4b-8bb1-d3ccf9e92eb1,0e48669b-ab41-4132-8ef9-93ae1785394e,Good,Poor,Wrong
Feature_67_Attachment_53_IMG_0631.png,8c35e592-a159-4ed5-8ba0-f774374469b5,a3bdbed3-0d72-40c5-80b1-86c4605903db,8c35e592-a159-4ed5-8ba0-f774374469b5,Poor / Moderate,Poor,Right
Feature_77_Attachment_62_photo-20240607-092152.jpg,b2cd457c-722c-4f06-9b29-3301dcb7e248,b913443f-ad18-4afe-882e-a5efe8d673a6,b2cd457c-722c-4f06-9b29-3301dcb7e248,Poor / Moderate,Poor,Right
Feature_34_Attachment_25_IMG_0641.jpeg,469eec14-9fee-4469-84b1-e3f327161f12,7cca58ce-c30b-4cbd-8e5e-a5ed8b904873,469eec14-9fee-4469-84b1-e3f327161f12,Good,Poor,Wrong
Feature_114_Attachment_97_photo-20240607-131602.jpg,648129f2-1f51-4b6d-ab35-f981cbe99ff8,0d5a0fa9-5aea-4704-b3a0-d7baaca33deb,648129f2-1f51-4b6d-ab35-f981cbe99ff8,Good,Moderate,Wrong
Feature_29_Attachment_21_photo-20240603-090111.jpg,22d645c6-1552-42e5-8393-3955e70d5d73,fd6176dd-251e-4b6c-8a0b-acc6ee628d91,22d645c6-1552-42e5-8393-3955e70d5d73,Poor / Moderate,Moderate,Right
Feature_121_Attachment_103_photo-20240607-123237.jpg,54efc4e1-fe01-4411-9aa6-06f06e840892,8d565845-3830-4b49-b1c6-2041636fbd4e,54efc4e1-fe01-4411-9aa6-06f06e840892,INVALID,Good,
Feature_70_Attachment_55_photo-20240607-084545.jpg,0ff20af3-5d92-4a4e-9d98-fe33461953aa,4366cf2d-8056-4015-bacb-8747d44a5c76,0ff20af3-5d92-4a4e-9d98-fe33461953aa,Good,Poor,Wrong
Feature_59_Attachment_46_photo-20240607-075702.jpg,1e883496-5405-469e-b1a6-61ac04d09dba,713c6298-1a8b-4608-a072-df640a68abd1,1e883496-5405-469e-b1a6-61ac04d09dba,Good,Poor,Wrong
Feature_105_Attachment_88_photo-20240607-103644.jpg,9ca1f69f-7920-44d6-896b-77d93d0ca6df,fb58e19d-5c89-4426-a9bd-a13a895e95b0,9ca1f69f-7920-44d6-896b-77d93d0ca6df,Good,Moderate,Wrong
Feature_20_Attachment_13_photo-20240602-095216.jpg,b72757cb-75d0-4cc8-859c-bd4c90333f70,2f77622b-c222-4bbf-ad95-07e74572ed3f,b72757cb-75d0-4cc8-859c-bd4c90333f70,Good,Moderate,Wrong
Feature_30_Attachment_22_photo-20240603-102602.jpg,f1df359b-c287-4ca4-9cac-3e5e9924b31f,f2ef2164-8034-4f8a-bd40-efd924afe53d,f1df359b-c287-4ca4-9cac-3e5e9924b31f,Good,Poor,Wrong
Feature_25_Attachment_17_photo-20240602-192445.jpg,8bab6469-6acc-4b31-9d2c-327c8498ad72,a935d2ac-04f2-438c-b797-a8ebbb72ce22,8bab6469-6acc-4b31-9d2c-327c8498ad72,Good,Poor,Wrong
Feature_123_Attachment_105_photo-20240607-123404.jpg,8b0780cb-f2dc-46f9-8b15-89c98fe61a67,795358d0-34a9-44e7-a4b2-d2a0c738fed3,8b0780cb-f2dc-46f9-8b15-89c98fe61a67,Good,Moderate,Wrong
Feature_36_Attachment_27_photo-20240604-163343.jpg,b22521fc-b8d7-43d8-8008-ac38ee580b2d,a59c72ff-9285-4daf-8007-44ab6a607aab,b22521fc-b8d7-43d8-8008-ac38ee580b2d,Good,Good,Right
Feature_35_Attachment_26_photo-20240604-152947.jpg,58228f2c-4d1b-4b1a-8841-44cc40ad8f51,fe1ff89a-e543-4e60-84fa-56457b835625,58228f2c-4d1b-4b1a-8841-44cc40ad8f51,Poor / Moderate,Poor,Right
Feature_76_Attachment_61_photo-20240607-091804.jpg,58fb2041-02e3-410f-9938-a71ea529e2dc,5f00d24e-dd7b-4598-b69c-664edd38ed95,58fb2041-02e3-410f-9938-a71ea529e2dc,Poor / Moderate,Poor,Right
Feature_102_Attachment_85_photo-20240607-110244.jpg,dbefc245-a63f-4b36-9122-f8dc24720d3d,cc2ee878-f1db-4d47-9707-1a9a46436c2e,dbefc245-a63f-4b36-9122-f8dc24720d3d,Poor / Moderate,Poor,Right
Feature_65_Attachment_51_image.jpg,074d0c1c-99e9-4301-811c-0612b4ea2ae6,da41f2a8-9024-4eb5-8971-d68a9ddc6741,074d0c1c-99e9-4301-811c-0612b4ea2ae6,Good,Poor,Wrong
Feature_64_Attachment_50_photo-20240607-083533.jpg,ed81e69e-5952-4a44-a207-42dd27147c63,b48f7838-6315-4e0e-8f6c-eae0766e26a2,ed81e69e-5952-4a44-a207-42dd27147c63,Poor / Moderate,Good,Wrong
Feature_117_Attachment_99_photo-20240607-120827.jpg,ae9711ca-ed1e-42b8-ac15-a2eaacc1f4e1,697d7c0d-d54f-461f-9220-2c9e2239f943,ae9711ca-ed1e-42b8-ac15-a2eaacc1f4e1,Good,Poor,Wrong
Feature_97_Attachment_80_photo-20240607-110651.jpg,289a42d0-0fef-47ca-b952-f7d4933ab378,42afca80-4dcf-4112-a533-8eefbec91c41,289a42d0-0fef-47ca-b952-f7d4933ab378,Poor / Moderate,Poor,Right
Feature_41_Attachment_31_photo-20240605-151627.jpg,fba238ae-4236-47d4-a7fa-2c54b8346b66,32133a1c-eda1-4b5c-a486-3550dcd15dd2,fba238ae-4236-47d4-a7fa-2c54b8346b66,Poor / Moderate,Poor,Right
Feature_66_Attachment_52_DSC02721.JPG,4a8be9f8-6746-4729-8742-8175da5a7a54,f4fb4973-a5de-4f16-815b-712090b7f7e8,4a8be9f8-6746-4729-8742-8175da5a7a54,Good,Moderate,Wrong
Feature_43_Attachment_33_IMG_2024-06-05-13-04-22-775.jpg,b0658fc7-98b7-4a92-8ff0-69ce14397486,a98330e4-5a7c-45cf-83a4-e7e00ea0b6ae,b0658fc7-98b7-4a92-8ff0-69ce14397486,Good,Good,Right
Feature_55_Attachment_42_photo-20240607-072543.jpg,59415760-96fc-4789-8d6e-d20d35376bcd,fda8bf33-82cd-49e7-8b70-a0e00ac12b99,59415760-96fc-4789-8d6e-d20d35376bcd,Good,Poor,Wrong
Feature_79_Attachment_64_20240607_102738.jpg,57ffc271-91d1-4afd-8298-35a932bc1963,9a00f374-f4ed-4b72-89ee-abd177eb46d5,57ffc271-91d1-4afd-8298-35a932bc1963,Good,Good,Right
Feature_54_Attachment_41_photo-20240607-071842.jpg,9dbdcaeb-9e35-4add-9fc1-877595885c66,6b084589-a599-4697-b623-b1884d63bb78,9dbdcaeb-9e35-4add-9fc1-877595885c66,Good,Good,Right
Feature_56_Attachment_43_photo-20240607-073427.jpg,accdaa1c-6b5d-49a5-9e4d-d68842b62872,56807f97-fe81-4321-9b29-977a12b6435c,accdaa1c-6b5d-49a5-9e4d-d68842b62872,Good,Poor,Wrong
Feature_90_Attachment_75_photo-20240607-093433.jpg,992d3d2b-bbe2-4fe0-a3ae-d817bf05238c,ace56b19-3c2c-4db4-9a72-9124a7993974,992d3d2b-bbe2-4fe0-a3ae-d817bf05238c,Good,Good,Right
Feature_119_Attachment_101_photo-20240607-122900.jpg,7e398651-6bc3-4d1e-a902-8eccd094c0ca,7dd9dc55-c9d5-4543-9496-0fb463192c0d,7e398651-6bc3-4d1e-a902-8eccd094c0ca,Good,Poor,Wrong
Feature_37_Attachment_28_photo-20240605-115620.jpg,5188a619-5cc3-47c2-9e19-a81b09949127,cf16c039-b073-4cb4-8f4f-4e1a6a611b7e,5188a619-5cc3-47c2-9e19-a81b09949127,Good,Moderate,Wrong
Feature_71_Attachment_56_photo-20240607-101925.JPG,81e0dac2-3d94-4188-8c9d-88c014fbf5f5,d7949e3a-357e-4a8d-b0a1-06084040e222,81e0dac2-3d94-4188-8c9d-88c014fbf5f5,Good,Poor,Wrong
Feature_73_Attachment_58_photo-20240607-085527.jpg,a6f12adc-801e-4a5a-882f-0c00400b59dd,ac6531de-cfa4-4e77-a58d-3a96831d6a88,a6f12adc-801e-4a5a-882f-0c00400b59dd,Good,Good,Right
Feature_118_Attachment_100_leen.jpg,92cc4730-bac2-4d00-8e4c-183d514b6105,21535711-53a2-49ae-8a61-1ea26ad54ad5,92cc4730-bac2-4d00-8e4c-183d514b6105,Good,Poor,Wrong
Feature_32_Attachment_24_photo-20240603-124513.jpg,3a9dd174-e886-47c6-ac17-14332656d455,f90bc9d2-b325-4de8-80c9-1a694b887798,3a9dd174-e886-47c6-ac17-14332656d455,Good,Moderate,Wrong
Feature_42_Attachment_32_photo-20240606-073715.jpg,1aebc1a5-4e13-46f6-a2e4-be1c8142d851,e95f2bdf-44d7-4285-ae36-97e14fac8caa,1aebc1a5-4e13-46f6-a2e4-be1c8142d851,Poor / Moderate,Poor,Right
Feature_96_Attachment_79_photo-20240607-104857.jpg,29885baa-67d3-4e4d-a8f3-9f474f2f8496,8b014f37-b49b-4989-8ad5-9359e19071df,29885baa-67d3-4e4d-a8f3-9f474f2f8496,Good,Moderate,Wrong
Feature_69_Attachment_54_photo-20240607-083950.jpg,10c958cf-20e6-498f-8f04-401358371717,2e38c66b-cba7-48e1-822d-87221ba847c7,10c958cf-20e6-498f-8f04-401358371717,Good,Poor,Wrong
Feature_88_Attachment_73_photo-20240607-095842.jpg,0c6287a5-d26f-4641-ba08-dd2daf1bb6c1,38dd9d37-d945-4696-be35-5a86bcd00194,0c6287a5-d26f-4641-ba08-dd2daf1bb6c1,Poor / Moderate,Poor,Right
Feature_28_Attachment_20_image.jpg,e1c98df6-cbc3-46d5-8c93-8c9c959741f8,ca82d556-2f62-4394-8ef4-d7d5a6d7a0ac,e1c98df6-cbc3-46d5-8c93-8c9c959741f8,INVALID,Moderate,
Feature_40_Attachment_30_photo-20240605-140443.jpg,82fedd3c-5e08-44b2-acac-98a9c1806bd2,7965fb10-3961-4fff-869b-d135e0cc2102,82fedd3c-5e08-44b2-acac-98a9c1806bd2,INVALID,Poor,
Feature_104_Attachment_87_photo-20240607-111306.jpg,2e5a3b36-13c0-46cb-91d6-e3fa2de3da4d,2ed14811-5aed-4362-8c53-c44407b99ee1,2e5a3b36-13c0-46cb-91d6-e3fa2de3da4d,Good,Good,Right
Feature_75_Attachment_60_photo-20240607-102648.jpg,a9109ba2-41bf-4a91-9841-ddce315eb7be,95f29452-2a29-412d-9426-716e31111bc5,a9109ba2-41bf-4a91-9841-ddce315eb7be,Poor / Moderate,Poor,Right
Feature_72_Attachment_57_photo-20240607-101908.jpg,663b6674-4547-4652-bb99-68a7a0b5e87a,25509194-f7b3-48b3-985f-0cb2a264d457,663b6674-4547-4652-bb99-68a7a0b5e87a,Good,Moderate,Wrong
Feature_74_Attachment_59_photo-20240607-091130.jpg,47a59385-d29c-446b-b6e7-30ac49e66107,849f9e63-0a78-43ea-9056-df4fe945be14,47a59385-d29c-446b-b6e7-30ac49e66107,Good,Moderate,Wrong
Feature_26_Attachment_18_photo-20240602-195436.jpg,a1b06582-3049-4249-af3e-cbce759b6b28,8558c550-a048-4b3c-b127-90f5ee389593,a1b06582-3049-4249-af3e-cbce759b6b28,Poor / Moderate,Moderate,Right
Feature_49_Attachment_37_photo-20240607-064132.jpg,354fb036-6dfb-4578-a96c-49850d9066fa,a2e84236-b277-424b-9695-68a05ab06243,354fb036-6dfb-4578-a96c-49850d9066fa,Good,Moderate,Wrong
Feature_87_Attachment_72_photo-20240607-095633.jpg,d6098321-0fd0-4eb6-850b-58af48a2e3b5,7f1595f5-d2fd-49aa-8a60-5d3068303a3c,d6098321-0fd0-4eb6-850b-58af48a2e3b5,Poor / Moderate,Poor,Right
Feature_106_Attachment_89_photo-20240607-111956.jpg,72a196d9-7b97-4219-bb4a-0ff0739a687d,a157cc80-35da-4043-a013-46abcd3d1a1d,72a196d9-7b97-4219-bb4a-0ff0739a687d,Good,Moderate,Wrong
Feature_12_Attachment_6_photo-20240525-180858.jpg,f1a757f1-0d0d-4dc5-943d-d2c03e1ba78a,120e143f-b55e-4c10-aced-8b8f36ab4561,f1a757f1-0d0d-4dc5-943d-d2c03e1ba78a,Good,Good,Right
Feature_86_Attachment_71_photo-20240607-105702.jpg,8a1d0843-7363-4def-acde-f05f4d303df7,49312a8d-6f9d-43e6-8b51-0abb1aedaa46,8a1d0843-7363-4def-acde-f05f4d303df7,Poor / Moderate,Poor,Right
Feature_110_Attachment_93_photo-20240607-113314.jpg,d5a853ce-f4c8-4332-babb-90cc90d7a27c,998ae2e9-caae-4b02-bc6e-bed58145808d,d5a853ce-f4c8-4332-babb-90cc90d7a27c,Good,Good,Right
Feature_122_Attachment_104_IMG_2505.jpeg,7751b78a-a276-44b7-8f82-025a222a5fac,dcd20ddc-e0c6-44bc-80c3-5a3a022411f9,7751b78a-a276-44b7-8f82-025a222a5fac,Good,Moderate,Wrong
Feature_111_Attachment_94_photo-20240607-113205.jpg,ac6876fb-8a9b-4087-885b-1bedd632798f,2aa99f43-2664-46fd-a3f5-afe9e26f4122,ac6876fb-8a9b-4087-885b-1bedd632798f,Good,Poor,Wrong
Feature_81_Attachment_66_photo-20240607-092406.jpg,5b08b13e-88c6-4328-83c2-ecce1279fd96,6d612448-185e-4315-85b0-5949e399bab5,5b08b13e-88c6-4328-83c2-ecce1279fd96,Good,Moderate,Wrong
Feature_13_Attachment_7_photo-20240526-115416.jpg,3ba0caef-1459-47ca-bcff-bb6a8b253ca4,01b85181-5e16-4bce-8ec1-864890e0eee6,3ba0caef-1459-47ca-bcff-bb6a8b253ca4,Good,Moderate,Wrong
